owner,repo,full_name,stargazers_count,subscribers_count,open_issues_count,forks_count,fork,html_url_repo,watchers_count,workflow_id,badge_url,html_url_run,run_conclusion,commit_message,commit_id
gadenbuie,docker-shinycannon,gadenbuie/docker-shinycannon,1,1,0,0,FALSE,https://github.com/gadenbuie/docker-shinycannon,1,NA,NA,NA,NA,NA,NA
gadenbuie,docker-snowplowr,gadenbuie/docker-snowplowr,0,1,0,0,FALSE,https://github.com/gadenbuie/docker-snowplowr,0,NA,NA,NA,NA,NA,NA
gadenbuie,DragDrop,gadenbuie/DragDrop,0,0,0,0,FALSE,https://github.com/gadenbuie/DragDrop,0,NA,NA,NA,NA,NA,NA
gadenbuie,drake-intro,gadenbuie/drake-intro,14,2,1,5,FALSE,https://github.com/gadenbuie/drake-intro,14,NA,NA,NA,NA,NA,NA
gadenbuie,drake-rstudio-jobs-example,gadenbuie/drake-rstudio-jobs-example,5,1,0,0,FALSE,https://github.com/gadenbuie/drake-rstudio-jobs-example,5,NA,NA,NA,NA,NA,NA
gadenbuie,epoxy,gadenbuie/epoxy,126,2,4,6,FALSE,https://github.com/gadenbuie/epoxy,126,24298397,https://github.com/gadenbuie/epoxy/workflows/Package%20Maintenance/badge.svg,https://github.com/gadenbuie/epoxy/actions/runs/2418930984,success,chore: Don't depend on {stats} or include doc functions in coverage,ccea8f601ab6b5de94f305ee3e060dc67193d1b2
gadenbuie,epoxy,gadenbuie/epoxy,126,2,4,6,FALSE,https://github.com/gadenbuie/epoxy,126,24298398,https://github.com/gadenbuie/epoxy/workflows/R-CMD-check/badge.svg,https://github.com/gadenbuie/epoxy/actions/runs/2418930979,success,chore: Don't depend on {stats} or include doc functions in coverage,ccea8f601ab6b5de94f305ee3e060dc67193d1b2
gadenbuie,epoxy,gadenbuie/epoxy,126,2,4,6,FALSE,https://github.com/gadenbuie/epoxy,126,24298399,https://github.com/gadenbuie/epoxy/workflows/pkgdown/badge.svg,https://github.com/gadenbuie/epoxy/actions/runs/2418930978,success,chore: Don't depend on {stats} or include doc functions in coverage,ccea8f601ab6b5de94f305ee3e060dc67193d1b2
gadenbuie,epoxy,gadenbuie/epoxy,126,2,4,6,FALSE,https://github.com/gadenbuie/epoxy,126,24312177,https://github.com/gadenbuie/epoxy/workflows/pages-build-deployment/badge.svg,https://github.com/gadenbuie/epoxy/actions/runs/2418940242,success,Built site for epoxy: 0.0.2.9000@ccea8f6,09df5aedeae5d934b151f82bd1c30c529d412a4a
gadenbuie,ermoji,gadenbuie/ermoji,26,1,0,1,FALSE,https://github.com/gadenbuie/ermoji,26,NA,NA,NA,NA,NA,NA
gadenbuie,explore-roc-pr,gadenbuie/explore-roc-pr,0,0,0,0,FALSE,https://github.com/gadenbuie/explore-roc-pr,0,NA,NA,NA,NA,NA,NA
gadenbuie,extra-awesome-xaringan,gadenbuie/extra-awesome-xaringan,4,1,0,3,FALSE,https://github.com/gadenbuie/extra-awesome-xaringan,4,NA,NA,NA,NA,NA,NA
gadenbuie,fwiffer,gadenbuie/fwiffer,3,1,0,0,FALSE,https://github.com/gadenbuie/fwiffer,3,NA,NA,NA,NA,NA,NA
gadenbuie,gadenbuie,gadenbuie/gadenbuie,4,1,0,6,FALSE,https://github.com/gadenbuie/gadenbuie,4,4986439,https://github.com/gadenbuie/gadenbuie/workflows/Metrics/badge.svg,https://github.com/gadenbuie/gadenbuie/actions/runs/2494784974,success,Update github-metrics.svg - [Skip GitHub Action],a3fafe5702167d32d2c470e4910845a32cc4725c
gadenbuie,gadenbuie.github.io,gadenbuie/gadenbuie.github.io,0,1,0,0,FALSE,https://github.com/gadenbuie/gadenbuie.github.io,0,NA,NA,NA,NA,NA,NA
gadenbuie,garrickadenbuie-com,gadenbuie/garrickadenbuie-com,8,1,28,5,FALSE,https://github.com/gadenbuie/garrickadenbuie-com,8,NA,NA,NA,NA,NA,NA
gadenbuie,gathertweet,gadenbuie/gathertweet,9,1,3,2,FALSE,https://github.com/gadenbuie/gathertweet,9,NA,NA,NA,NA,NA,NA
gadenbuie,gentle-ggplot2,gadenbuie/gentle-ggplot2,77,3,0,20,FALSE,https://github.com/gadenbuie/gentle-ggplot2,77,NA,NA,NA,NA,NA,NA
gadenbuie,getcitations,gadenbuie/getcitations,13,1,0,4,FALSE,https://github.com/gadenbuie/getcitations,13,NA,NA,NA,NA,NA,NA
gadenbuie,ggpomological,gadenbuie/ggpomological,318,9,11,21,FALSE,https://github.com/gadenbuie/ggpomological,318,NA,NA,NA,NA,NA,NA
gadenbuie,ggweekly,gadenbuie/ggweekly,98,3,0,11,FALSE,https://github.com/gadenbuie/ggweekly,98,NA,NA,NA,NA,NA,NA
gadenbuie,grkgdown,gadenbuie/grkgdown,0,1,0,0,FALSE,https://github.com/gadenbuie/grkgdown,0,21593707,https://github.com/gadenbuie/grkgdown/workflows/pages-build-deployment/badge.svg,https://github.com/gadenbuie/grkgdown/actions/runs/2216222733,success,Remove broken WIP dark styles added by accident,31494ccd42d7ea27de6a6dc53d44a2e8bc256044
gadenbuie,grkstyle,gadenbuie/grkstyle,57,2,2,11,FALSE,https://github.com/gadenbuie/grkstyle,57,NA,NA,NA,NA,NA,NA
gadenbuie,intro-to-git-for-scientists,gadenbuie/intro-to-git-for-scientists,11,1,0,2,FALSE,https://github.com/gadenbuie/intro-to-git-for-scientists,11,NA,NA,NA,NA,NA,NA
gadenbuie,isg-2018,gadenbuie/isg-2018,0,1,0,0,FALSE,https://github.com/gadenbuie/isg-2018,0,NA,NA,NA,NA,NA,NA
gadenbuie,iyo-apero-awesome,gadenbuie/iyo-apero-awesome,0,1,0,0,FALSE,https://github.com/gadenbuie/iyo-apero-awesome,0,NA,NA,NA,NA,NA,NA
gadenbuie,js4shiny,gadenbuie/js4shiny,49,4,2,2,FALSE,https://github.com/gadenbuie/js4shiny,NA,2005499,https://github.com/gadenbuie/js4shiny/workflows/tic/badge.svg,https://github.com/gadenbuie/js4shiny/actions/runs/2486057860,success,Match pkgdown docs to my site styles (#21),e7d2e9b55032452f532c8dc9ad069edd16b811ed
gadenbuie,js4shiny,gadenbuie/js4shiny,49,4,2,2,FALSE,https://github.com/gadenbuie/js4shiny,NA,16581228,https://github.com/gadenbuie/js4shiny/workflows/pages-build-deployment/badge.svg,https://github.com/gadenbuie/js4shiny/actions/runs/2486082665,success,"Deploy from Github Actions build 2486057860 [ci skip]

Build URL: https://github.com/gadenbuie/js4shiny/actions/runs/2486057860
Commit: e7d2e9b55032452f532c8dc9ad069edd16b811ed",d1edb15969a4e050910c4dc0d0901d01fe8356f9
gadenbuie,js4shiny-drumkit,gadenbuie/js4shiny-drumkit,7,1,0,1,FALSE,https://github.com/gadenbuie/js4shiny-drumkit,7,NA,NA,NA,NA,NA,NA
gadenbuie,js4shiny-frappeCharts,gadenbuie/js4shiny-frappeCharts,10,1,1,3,FALSE,https://github.com/gadenbuie/js4shiny-frappeCharts,10,NA,NA,NA,NA,NA,NA
gadenbuie,js4shiny-workshop-webpage,gadenbuie/js4shiny-workshop-webpage,3,2,0,5,FALSE,https://github.com/gadenbuie/js4shiny-workshop-webpage,3,NA,NA,NA,NA,NA,NA
gadenbuie,lorem,gadenbuie/lorem,19,1,3,2,FALSE,https://github.com/gadenbuie/lorem,19,NA,NA,NA,NA,NA,NA
gadenbuie,mctestanalysis,gadenbuie/mctestanalysis,6,2,7,2,FALSE,https://github.com/gadenbuie/mctestanalysis,6,NA,NA,NA,NA,NA,NA
gadenbuie,metathis,gadenbuie/metathis,59,2,4,3,FALSE,https://github.com/gadenbuie/metathis,NA,28005426,https://github.com/gadenbuie/metathis/workflows/R-CMD-check/badge.svg,https://github.com/gadenbuie/metathis/actions/runs/2486072991,success,ci(pkgdown): Ensure we don't clean the docs from the last release,46a8c19c2e7362a236f8310c57c891a052c34de3
gadenbuie,metathis,gadenbuie/metathis,59,2,4,3,FALSE,https://github.com/gadenbuie/metathis,NA,28005427,https://github.com/gadenbuie/metathis/workflows/pkgdown/badge.svg,https://github.com/gadenbuie/metathis/actions/runs/2482116545,success,ci(pkgdown): Ensure we don't clean the docs from the last release,46a8c19c2e7362a236f8310c57c891a052c34de3
gadenbuie,metathis,gadenbuie/metathis,59,2,4,3,FALSE,https://github.com/gadenbuie/metathis,NA,16581485,https://github.com/gadenbuie/metathis/workflows/pages-build-deployment/badge.svg,https://github.com/gadenbuie/metathis/actions/runs/2482120976,success,Deploying to gh-pages from @ gadenbuie/metathis@46a8c19c2e7362a236f8310c57c891a052c34de3 🚀,c011128bb257b6d24893c7f1000ec5f82191ebff
gadenbuie,ms-render-ui-delay,gadenbuie/ms-render-ui-delay,1,1,0,0,FALSE,https://github.com/gadenbuie/ms-render-ui-delay,1,NA,NA,NA,NA,NA,NA
gadenbuie,msglooker,gadenbuie/msglooker,3,1,1,0,FALSE,https://github.com/gadenbuie/msglooker,3,NA,NA,NA,NA,NA,NA
gadenbuie,mueller-report,gadenbuie/mueller-report,47,4,0,26,FALSE,https://github.com/gadenbuie/mueller-report,47,NA,NA,NA,NA,NA,NA
gadenbuie,nonlinear-opt-notes,gadenbuie/nonlinear-opt-notes,2,3,0,3,FALSE,https://github.com/gadenbuie/nonlinear-opt-notes,2,NA,NA,NA,NA,NA,NA
gadenbuie,oceanic-eighties,gadenbuie/oceanic-eighties,11,1,0,5,FALSE,https://github.com/gadenbuie/oceanic-eighties,11,NA,NA,NA,NA,NA,NA
gadenbuie,pagedown-cheatsheet,gadenbuie/pagedown-cheatsheet,3,1,0,0,FALSE,https://github.com/gadenbuie/pagedown-cheatsheet,3,NA,NA,NA,NA,NA,NA
gadenbuie,pkgDocsWorkflowTest,gadenbuie/pkgDocsWorkflowTest,0,1,1,0,FALSE,https://github.com/gadenbuie/pkgDocsWorkflowTest,0,24376873,https://github.com/gadenbuie/pkgDocsWorkflowTest/workflows/R-CMD-check/badge.svg,https://github.com/gadenbuie/pkgDocsWorkflowTest/actions/runs/2183744051,success,Install rmarkdown with local package,044a3f112f669bc8d63637be73463faf49954507
gadenbuie,pkgDocsWorkflowTest,gadenbuie/pkgDocsWorkflowTest,0,1,1,0,FALSE,https://github.com/gadenbuie/pkgDocsWorkflowTest,0,17697096,https://github.com/gadenbuie/pkgDocsWorkflowTest/workflows/pkgdown/badge.svg,https://github.com/gadenbuie/pkgDocsWorkflowTest/actions/runs/2183678548,success,test rmarkdon situation,ea84ec2d65abc5b1c640e54d029111f2b9832402
gadenbuie,pkgDocsWorkflowTest,gadenbuie/pkgDocsWorkflowTest,0,1,1,0,FALSE,https://github.com/gadenbuie/pkgDocsWorkflowTest,0,17704666,https://github.com/gadenbuie/pkgDocsWorkflowTest/workflows/pages-build-deployment/badge.svg,https://github.com/gadenbuie/pkgDocsWorkflowTest/actions/runs/2183691003,success,Built site for testpackage: 0.0.1.9001@ea84ec2,4e856060b363065ebea4ea3ee58bea6523c26dbd
gadenbuie,podcasts,gadenbuie/podcasts,1,1,0,0,FALSE,https://github.com/gadenbuie/podcasts,1,NA,NA,NA,NA,NA,NA
gadenbuie,r-colors-css,gadenbuie/r-colors-css,8,1,0,2,FALSE,https://github.com/gadenbuie/r-colors-css,8,NA,NA,NA,NA,NA,NA
gadenbuie,regexplain,gadenbuie/regexplain,461,17,2,24,FALSE,https://github.com/gadenbuie/regexplain,461,NA,NA,NA,NA,NA,NA
gadenbuie,renv-wrong-remote-ref,gadenbuie/renv-wrong-remote-ref,0,1,0,0,FALSE,https://github.com/gadenbuie/renv-wrong-remote-ref,0,NA,NA,NA,NA,NA,NA
gadenbuie,repromonkey,gadenbuie/repromonkey,11,1,4,0,FALSE,https://github.com/gadenbuie/repromonkey,11,NA,NA,NA,NA,NA,NA
gadenbuie,resume,gadenbuie/resume,1,1,3,0,FALSE,https://github.com/gadenbuie/resume,1,NA,NA,NA,NA,NA,NA
gadenbuie,rocker-verse-metaflow,gadenbuie/rocker-verse-metaflow,2,1,0,0,FALSE,https://github.com/gadenbuie/rocker-verse-metaflow,2,NA,NA,NA,NA,NA,NA
gadenbuie,rsconf_tweets,gadenbuie/rsconf_tweets,30,3,0,13,FALSE,https://github.com/gadenbuie/rsconf_tweets,30,NA,NA,NA,NA,NA,NA
gadenbuie,rsprefs,gadenbuie/rsprefs,7,2,0,0,FALSE,https://github.com/gadenbuie/rsprefs,7,21660292,https://github.com/gadenbuie/rsprefs/workflows/R-CMD-check/badge.svg,https://github.com/gadenbuie/rsprefs/actions/runs/2177592057,success,Fix github navbar link,5f0d07787d47564ce33386951512b5836fa57a3a
gadenbuie,rsprefs,gadenbuie/rsprefs,7,2,0,0,FALSE,https://github.com/gadenbuie/rsprefs,7,21632715,https://github.com/gadenbuie/rsprefs/workflows/pkgdown/badge.svg,https://github.com/gadenbuie/rsprefs/actions/runs/2177592053,success,Fix github navbar link,5f0d07787d47564ce33386951512b5836fa57a3a
gadenbuie,rsprefs,gadenbuie/rsprefs,7,2,0,0,FALSE,https://github.com/gadenbuie/rsprefs,7,21631964,https://github.com/gadenbuie/rsprefs/workflows/pages-build-deployment/badge.svg,https://github.com/gadenbuie/rsprefs/actions/runs/2210692637,success,Built site for rsprefs: 0.0.1@5f0d077,955eac8316f29089de7bf25a61b13933b0773286
gadenbuie,rstats-tweets,gadenbuie/rstats-tweets,2,1,0,0,FALSE,https://github.com/gadenbuie/rstats-tweets,2,NA,NA,NA,NA,NA,NA
gadenbuie,rstatsnyc-2018-tweets,gadenbuie/rstatsnyc-2018-tweets,3,1,0,0,FALSE,https://github.com/gadenbuie/rstatsnyc-2018-tweets,3,NA,NA,NA,NA,NA,NA
gadenbuie,rsthemes,gadenbuie/rsthemes,449,6,27,38,FALSE,https://github.com/gadenbuie/rsthemes,449,NA,NA,NA,NA,NA,NA
gadenbuie,rstudio-global-2021-calendar,gadenbuie/rstudio-global-2021-calendar,13,1,1,4,FALSE,https://github.com/gadenbuie/rstudio-global-2021-calendar,13,NA,NA,NA,NA,NA,NA
gadenbuie,rstudio-ide-tips,gadenbuie/rstudio-ide-tips,5,1,0,1,FALSE,https://github.com/gadenbuie/rstudio-ide-tips,5,NA,NA,NA,NA,NA,NA
gadenbuie,rstudio-ide-tips-demo,gadenbuie/rstudio-ide-tips-demo,7,1,0,2,FALSE,https://github.com/gadenbuie/rstudio-ide-tips-demo,7,NA,NA,NA,NA,NA,NA
gadenbuie,rstudioAddinFriend,gadenbuie/rstudioAddinFriend,5,1,0,0,FALSE,https://github.com/gadenbuie/rstudioAddinFriend,5,NA,NA,NA,NA,NA,NA
gadenbuie,rstudioconf-notes,gadenbuie/rstudioconf-notes,2,2,0,0,FALSE,https://github.com/gadenbuie/rstudioconf-notes,2,NA,NA,NA,NA,NA,NA
gadenbuie,shinyComponents,gadenbuie/shinyComponents,43,2,5,4,FALSE,https://github.com/gadenbuie/shinyComponents,43,NA,NA,NA,NA,NA,NA
gadenbuie,shinyThings,gadenbuie/shinyThings,22,1,1,3,FALSE,https://github.com/gadenbuie/shinyThings,22,NA,NA,NA,NA,NA,NA
gadenbuie,shrtcts,gadenbuie/shrtcts,93,1,3,4,FALSE,https://github.com/gadenbuie/shrtcts,NA,2183013,https://github.com/gadenbuie/shrtcts/workflows/tic/badge.svg,https://github.com/gadenbuie/shrtcts/actions/runs/2486061203,success,v0.1.2,12ef67f860ede6e8989abbaeca9147cc73cc3877
gadenbuie,shrtcts,gadenbuie/shrtcts,93,1,3,4,FALSE,https://github.com/gadenbuie/shrtcts,NA,17584737,https://github.com/gadenbuie/shrtcts/workflows/pages-build-deployment/badge.svg,https://github.com/gadenbuie/shrtcts/actions/runs/2486081650,success,"Deploy from Github Actions build 2486061203 [ci skip]

Build URL: https://github.com/gadenbuie/shrtcts/actions/runs/2486061203
Commit: 12ef67f860ede6e8989abbaeca9147cc73cc3877",688728990ddfacfa45211bcff23a3786550b5faa
gadenbuie,slides,gadenbuie/slides,19,3,0,17,FALSE,https://github.com/gadenbuie/slides,19,NA,NA,NA,NA,NA,NA
gadenbuie,snippets,gadenbuie/snippets,17,2,1,6,FALSE,https://github.com/gadenbuie/snippets,17,NA,NA,NA,NA,NA,NA
gadenbuie,speedDate,gadenbuie/speedDate,1,1,0,1,FALSE,https://github.com/gadenbuie/speedDate,1,NA,NA,NA,NA,NA,NA
gadenbuie,sprinkles,gadenbuie/sprinkles,14,1,6,1,FALSE,https://github.com/gadenbuie/sprinkles,14,NA,NA,NA,NA,NA,NA
gadenbuie,sqrrl,gadenbuie/sqrrl,0,1,1,1,FALSE,https://github.com/gadenbuie/sqrrl,0,NA,NA,NA,NA,NA,NA
gadenbuie,starwarsdb,gadenbuie/starwarsdb,34,1,0,2,FALSE,https://github.com/gadenbuie/starwarsdb,NA,2967946,https://github.com/gadenbuie/starwarsdb/workflows/tic/badge.svg,https://github.com/gadenbuie/starwarsdb/actions/runs/2487273015,success,Update {tic} badge in README (#5),b6339df02e2a2394120ddf36d74b746d1f141f33
gadenbuie,status,gadenbuie/status,26,3,1,5,FALSE,https://github.com/gadenbuie/status,26,4331149,https://github.com/gadenbuie/status/workflows/Render%20Status/badge.svg,https://github.com/gadenbuie/status/actions/runs/2495101628,NA,[status] 2022-06-13 12:18:18 UTC,a3ae696c7fd93fe468676186ef58f6c9c36f5202
gadenbuie,status,gadenbuie/status,26,3,1,5,FALSE,https://github.com/gadenbuie/status,26,16409201,https://github.com/gadenbuie/status/workflows/pages-build-deployment/badge.svg,https://github.com/gadenbuie/status/actions/runs/2495128459,NA,[status] 2022-06-14 12:17:26 UTC,5094bb67eccfb5297e2da7b7a313e21c8121cff5
gadenbuie,synamyn,gadenbuie/synamyn,10,1,0,0,FALSE,https://github.com/gadenbuie/synamyn,10,NA,NA,NA,NA,NA,NA
gadenbuie,ten-thousand-functions,gadenbuie/ten-thousand-functions,3,0,0,0,FALSE,https://github.com/gadenbuie/ten-thousand-functions,3,NA,NA,NA,NA,NA,NA
gadenbuie,tidy-tuesday,gadenbuie/tidy-tuesday,0,1,0,0,FALSE,https://github.com/gadenbuie/tidy-tuesday,0,NA,NA,NA,NA,NA,NA
gadenbuie,tidyexplain,gadenbuie/tidyexplain,651,27,12,116,FALSE,https://github.com/gadenbuie/tidyexplain,651,NA,NA,NA,NA,NA,NA
gadenbuie,tidyjs-r,gadenbuie/tidyjs-r,14,1,0,0,FALSE,https://github.com/gadenbuie/tidyjs-r,14,10540278,https://github.com/gadenbuie/tidyjs-r/workflows/.github/workflows/update-tidyjs.yaml/badge.svg,https://github.com/gadenbuie/tidyjs-r/actions/runs/2485611314,success,v2.4.5,d4f83e0d6fe139259729cd520842f2654e872322
gadenbuie,tidyjs-r,gadenbuie/tidyjs-r,14,1,0,0,FALSE,https://github.com/gadenbuie/tidyjs-r,14,18254585,https://github.com/gadenbuie/tidyjs-r/workflows/pages-build-deployment/badge.svg,https://github.com/gadenbuie/tidyjs-r/actions/runs/2368524946,success,v2.4.5,d4f83e0d6fe139259729cd520842f2654e872322
gadenbuie,tiktokrmd,gadenbuie/tiktokrmd,17,1,0,0,FALSE,https://github.com/gadenbuie/tiktokrmd,17,NA,NA,NA,NA,NA,NA
gadenbuie,trug-ggplot2,gadenbuie/trug-ggplot2,23,1,0,7,FALSE,https://github.com/gadenbuie/trug-ggplot2,23,NA,NA,NA,NA,NA,NA
gadenbuie,trump-tweet-time,gadenbuie/trump-tweet-time,36,1,0,0,FALSE,https://github.com/gadenbuie/trump-tweet-time,36,NA,NA,NA,NA,NA,NA
gadenbuie,tweet-conf-dash,gadenbuie/tweet-conf-dash,112,5,6,70,FALSE,https://github.com/gadenbuie/tweet-conf-dash,112,NA,NA,NA,NA,NA,NA
gadenbuie,tweetrmd,gadenbuie/tweetrmd,92,3,5,9,FALSE,https://github.com/gadenbuie/tweetrmd,92,NA,NA,NA,NA,NA,NA
gadenbuie,tweets-of-the-year,gadenbuie/tweets-of-the-year,16,1,4,2,FALSE,https://github.com/gadenbuie/tweets-of-the-year,16,NA,NA,NA,NA,NA,NA
gadenbuie,universe,gadenbuie/universe,0,1,0,0,FALSE,https://github.com/gadenbuie/universe,0,NA,NA,NA,NA,NA,NA
gadenbuie,usf-boot-camp-R,gadenbuie/usf-boot-camp-R,1,2,0,3,FALSE,https://github.com/gadenbuie/usf-boot-camp-R,1,NA,NA,NA,NA,NA,NA
gadenbuie,xaringan-accessible-plot,gadenbuie/xaringan-accessible-plot,0,1,0,0,FALSE,https://github.com/gadenbuie/xaringan-accessible-plot,0,NA,NA,NA,NA,NA,NA
gadenbuie,xaringan-club,gadenbuie/xaringan-club,3,1,0,0,FALSE,https://github.com/gadenbuie/xaringan-club,3,NA,NA,NA,NA,NA,NA
gadenbuie,xaringan-line-focus,gadenbuie/xaringan-line-focus,1,1,0,0,FALSE,https://github.com/gadenbuie/xaringan-line-focus,1,NA,NA,NA,NA,NA,NA
gadenbuie,xaringan-logo,gadenbuie/xaringan-logo,17,1,0,16,FALSE,https://github.com/gadenbuie/xaringan-logo,17,NA,NA,NA,NA,NA,NA
gadenbuie,xaringan2powerpoint,gadenbuie/xaringan2powerpoint,14,1,0,1,FALSE,https://github.com/gadenbuie/xaringan2powerpoint,14,NA,NA,NA,NA,NA,NA
gadenbuie,xaringanExtra,gadenbuie/xaringanExtra,418,9,37,34,FALSE,https://github.com/gadenbuie/xaringanExtra,NA,10367494,https://github.com/gadenbuie/xaringanExtra/workflows/Commands/badge.svg,https://github.com/gadenbuie/xaringanExtra/actions/runs/2491764453,skipped,Increment version number to 0.6.0.9000,a5343adc317632e72a86f66ce0f15b0b608e1675
gadenbuie,xaringanExtra,gadenbuie/xaringanExtra,418,9,37,34,FALSE,https://github.com/gadenbuie/xaringanExtra,NA,2283851,https://github.com/gadenbuie/xaringanExtra/workflows/tic/badge.svg,https://github.com/gadenbuie/xaringanExtra/actions/runs/2489199719,success,Merge branch 'gadenbuie:main' into main,972496718ad8fb5c4cd7c44b5dff9314a37036d1
gadenbuie,xaringanExtra,gadenbuie/xaringanExtra,418,9,37,34,FALSE,https://github.com/gadenbuie/xaringanExtra,NA,17584037,https://github.com/gadenbuie/xaringanExtra/workflows/pages-build-deployment/badge.svg,https://github.com/gadenbuie/xaringanExtra/actions/runs/2455462410,success,Increment version number to 0.6.0.9000,a5343adc317632e72a86f66ce0f15b0b608e1675
gadenbuie,xaringanthemer,gadenbuie/xaringanthemer,434,9,9,25,FALSE,https://github.com/gadenbuie/xaringanthemer,NA,15493306,https://github.com/gadenbuie/xaringanthemer/workflows/R-CMD-check/badge.svg,https://github.com/gadenbuie/xaringanthemer/actions/runs/1671399796,success,docs: poppins for headings,10d67c898f40175f944054a34236b69753c0f7f9
gadenbuie,xaringanthemer,gadenbuie/xaringanthemer,434,9,9,25,FALSE,https://github.com/gadenbuie/xaringanthemer,NA,15493307,https://github.com/gadenbuie/xaringanthemer/workflows/Package%20Maintenance/badge.svg,https://github.com/gadenbuie/xaringanthemer/actions/runs/1671399797,success,docs: poppins for headings,10d67c898f40175f944054a34236b69753c0f7f9
gadenbuie,xaringanthemer,gadenbuie/xaringanthemer,434,9,9,25,FALSE,https://github.com/gadenbuie/xaringanthemer,NA,15493308,https://github.com/gadenbuie/xaringanthemer/workflows/pkgdown/badge.svg,https://github.com/gadenbuie/xaringanthemer/actions/runs/1671399795,success,docs: poppins for headings,10d67c898f40175f944054a34236b69753c0f7f9
gadenbuie,xaringanthemer,gadenbuie/xaringanthemer,434,9,9,25,FALSE,https://github.com/gadenbuie/xaringanthemer,NA,17226403,https://github.com/gadenbuie/xaringanthemer/workflows/pages-build-deployment/badge.svg,https://github.com/gadenbuie/xaringanthemer/actions/runs/1671407567,success,Built site for xaringanthemer: 0.4.1@10d67c8,315c37ddda6200f3ffdea3bc80f449f94530e7cc
gadenbuie,yule-rstudio,gadenbuie/yule-rstudio,22,2,0,9,FALSE,https://github.com/gadenbuie/yule-rstudio,22,NA,NA,NA,NA,NA,NA
rstudio-education,gradethis,rstudio/gradethis,145,17,38,45,FALSE,https://github.com/rstudio/gradethis,NA,3340437,https://github.com/rstudio/gradethis/workflows/R-CMD-check/badge.svg,https://github.com/rstudio/gradethis/actions/runs/2387330346,success,Move `split_code_headers()` to gradethis (#313),ef28fd22c12f998792676e0aba3868ebc1b271e2
